Country Name,"Age at first marriage, female","Age at first marriage, male",Capital health expenditure (% of GDP),Death due to disease and nutrition,Death due to injury,"Non-communicable diseases","Community health workers","Condom use, population ages 15-24",Consumption of iodized salt,Current health expenditure (% of GDP),Births attended by skilled health staff,"Contraceptive prevalence, any method",Current health expenditure per capita,Demand for family planning,Absence of Diabetes,Diarrhea treatment,Exclusive breastfeeding,Female headed households,Hospital beds,"Immunization, BCG","Immunization, DPT","Immunization, HepB3","Immunization, Hib3","Immunization, Pol3","Immunization, measles","Immunization, measles second dose",Domestic private health expenditure,Domestic general health expenditure,Incidence of tuberculosis,"Literacy rate, adult total","Literacy rate, youth total",Malaria resistance,Road traffic injury,"Mortality from CVD, cancer, or diabetes",Air pollution,Unintentional poisonings,Unsafe water,Newborns protected against tetanus,Number of undernourished people,Nurses and midwives,People practicing open defecation,Basic drinking water services,Basic sanitation services,Lack of managed drinking water services,Lack of managed sanitation services,Handwashing facilities,Physicians,Low Poverty Frequency,Prevalence of HIV,Prevalence of current tobacco use,Prevalence of hypertension,Lean body composition,Public spending on education,Prevalence of underweight children,Prevalence of anemic women,Unaffordable surgical care,School enrollment,Total alcohol consumption,Specialist surgical workforce,"Suicide mortality rate",Teenage mothers,Unemployment,Unmet contraception need for women,Urban poverty headcount ratio,Rural poverty headcount ratio,Vitamin A supplementation coverage rate,Even societal power distribution,Individualism,Motivation,Adversion to uncertainty,Openness to Change,Positivity,Hepatitis B resistance,Measles,BMI,Diphtheria resistance,HIV/AIDS,GDP,Polio,Schooling,Alcohol,"Life expectancy at birth, total (years)"
Colombia,22.84,26.68,0.544465018,11.8750326171643,21.5531888500469,66.5717798743477,5053479.19905546,5053479.19905546,5053479.19905546,6.5159848925,96.10625,58.825,334.192839621875,90.375,9.8,43.375,37.7302925,32.175,1.34500000238,90.25,88.8125,88.625,85.75,89.3125,92.3125,79.25,94.003619888125,239.243566091875,32.8125,93.2610939025879,98.114168548584,113714.4375,17.61875,12.30625,5053479.19905546,0.14375,5053479.19905546,77.25,4506666.66666667,0.7867,6.05890525499408,94.0981544730482,82.0888601967107,70.6657128392369,16.4123870972194,68.7955257489055,1.556625,5053479.19905546,0.4125,12.4,31.6625,54.15,4.26732683181763,4.43333333333333,25.48125,18.3307692307692,119.113254801432,5.16321,19.46,4.2,19.125,11.9233125,8.4,5053479.19905546,5053479.19905546,5053479.19905546,67.0,29.0,64.0,80.0,6.0,83.0,79.0,9.5,49.54375,79.1875,0.1,3321.6607483125,84.25,12.23125,4.43155347349177,73.9573125
Comoros,21.7,26.15,0.500824175714286,51.3410951071142,10.0134185169375,38.645486466735,5053479.19905546,54.0,86.45,5.73770186375,72.0,17.0,67.378750086875,37.4,8.4,42.45,10.812235,39.3,2.18,83.25,79.3125,76.4615384615385,78.7142857142857,80.1875,75.25,5053479.19905546,52.63423484625,7.780088388125,35.375,58.8426837921143,75.8835144042969,32749.4375,26.75,22.3,5053479.19905546,2.7125,5053479.19905546,83.75,5053479.19905546,0.749866666666667,0.625374659561714,85.4839013931652,33.1529108882743,5053479.19905546,5053479.19905546,15.5575405620034,0.185575,42.4,0.1,30.875,35.61875,23.1,2.84741568565369,21.0,34.825,44.375,107.371613396539,0.2467725,5053479.19905546,5.51875,11.3,6.0325625,32.3,5053479.19905546,5053479.19905546,18.5,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,77.3051578947368,62.625,18.25625,66.9375,0.28125,630.38433406875,67.8125,9.95625,0.414678473491773,60.5435625
"Congo, Dem. Rep.",20.725,25.8333333333333,0.181390685,64.611849537138,7.79269372529482,27.5954561025543,5053479.19905546,22.3,77.875,3.725443586875,72.225,21.0,12.343383401875,42.95,3.1,34.625,35.8319,22.85,0.95,71.0,59.0,68.7777777777778,69.4285714285714,59.1875,59.3125,5053479.19905546,7.11756828875,1.14221697125,326.625,67.7985763549805,76.4425849914551,2848227.875,36.08125,26.7375,5053479.19905546,2.35,5053479.19905546,68.8125,21140000.0,0.68665,11.1337647291188,37.059664862359,20.573584290517,12.0364707698629,18.6332688846203,18.6965479206163,0.0967666666666667,66.6,1.35625,16.275,33.4125,20.65,1.9272649884224,25.875,49.34375,90.3833333333333,99.3366676330567,4.8300875,0.19,7.275,25.5,3.57875,26.2666666666667,5053479.19905546,5053479.19905546,75.1875,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,80.8624287629903,2331.64052547771,38.3258091547313,82.1931158079582,1.67714968152866,7550.51271225188,82.1964242314101,12.0405606844372,4.60464400348164,55.14525
"Congo, Rep.",21.55,26.55,0.605233365,57.0267455021462,8.34870014294743,34.6245548413123,5053479.19905546,42.2,89.2,1.9268106375,68.5,39.3333333333333,44.645553589375,70.15,5.5,43.2666666666667,24.03655,22.9333333333333,1.6,79.9375,67.625,74.7777777777778,76.5714285714286,65.4375,62.8125,5053479.19905546,19.053527825625,17.63751249625,394.9375,77.7129821777344,79.7411499023438,79063.25,26.36875,29.09375,5053479.19905546,1.9875,5053479.19905546,78.75,1273333.33333333,1.0109625,8.51234232360979,63.4514309327199,14.9690844852063,35.450337683841,5053479.19905546,47.5185294189849,0.16156,45.8,3.66875,12.6,40.6375,26.08125,3.32441772354974,12.0,55.1625,46.2363636363636,104.972145557404,4.046175,0.22,9.63125,30.1,20.058875,18.6040681288477,5053479.19905546,5053479.19905546,32.5833333333333,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,80.8624287629903,2331.64052547771,38.3258091547313,82.1931158079582,1.67714968152866,7550.51271225188,82.1964242314101,12.0405606844372,4.60464400348164,59.320625
Costa Rica,24.3,27.62,0.2269910925,7.74713646410137,11.8582077582332,80.3946562064596,5053479.19905546,5053479.19905546,5053479.19905546,7.269249439375,97.7875,57.9,511.128885269375,5053479.19905546,9.6,69.6,25.620395,5053479.19905546,1.344375,94.25,89.875,88.875,89.375,89.0625,88.0625,87.375,155.324143853125,354.831752073125,14.875,96.1373825073242,98.3741989135742,955.6875,15.56875,10.94375,5053479.19905546,0.125,5053479.19905546,5053479.19905546,200000.0,1.721725,0.514433258522843,97.1486075683236,95.3702519658868,78.5119445234772,24.1254929733304,83.8220304282819,2.26124545454545,23.96,0.26875,14.025,38.15,54.4125,5.63934399286906,0.9,13.5875,10.8153846153846,113.117259216309,4.1636575,22.3,6.6125,5053479.19905546,6.906875,9.65,5053479.19905546,5053479.19905546,5053479.19905546,35.0,15.0,21.0,86.0,39.58333333333329,45.8837209302326,79.3125,0.1875,46.725,79.75,0.1,3957.22728625,69.9375,12.8375,3.9678034734917698,78.5424375
Cote D'Ivoire,21.76,28.4,0.31732544,63.0435691784149,7.94001199030547,29.0164188739931,5053479.19905546,52.1,75.3,4.767071589375,60.42,18.85,66.6103577625,40.1,4.9,38.4333333333333,7.482429,18.2,0.4,83.0,72.1875,68.1333333333333,75.8571428571429,72.5625,68.375,5053479.19905546,50.69904287875,9.29787477875,242.0625,44.5436032613119,54.0181007385254,778179.928571429,25.1375,26.1,5053479.19905546,2.80625,5053479.19905546,80.1875,2973333.33333333,0.522185714285714,31.0648614021712,71.4582346818038,25.813254291689,26.1701836581943,12.1675195446563,15.9558020491143,0.14658,44.4,4.53125,14.7,38.56875,26.075,3.01708814501763,22.0,52.9625,48.2,77.2547959547777,3.4645425,2.81,11.6375,29.65,5.488,27.1,5053479.19905546,5053479.19905546,65.3571428571429,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,80.8624287629903,2331.64052547771,38.3258091547313,82.1931158079582,1.67714968152866,7550.51271225188,82.1964242314101,12.0405606844372,4.60464400348164,53.654375
Croatia,26.8,30.0,0.2430044675,2.36896851290317,5.53493090687585,92.0961022137755,5053479.19905546,5053479.19905546,5053479.19905546,7.11951051,99.9,5053479.19905546,825.42950092125,5053479.19905546,5.2,5053479.19905546,97.0191558954381,5053479.19905546,5.73,98.5,95.375,95.7777777777778,94.5,95.5,94.875,97.6666666666667,137.16595979625,688.25860534625,24.625,98.6360206604004,99.6861381530762,5053479.19905546,12.85,19.7625,5053479.19905546,0.59375,5053479.19905546,5053479.19905546,200000.0,5.5585375,0.0,98.6676483539416,97.2531399542604,85.2708010464852,78.1303697176948,5053479.19905546,2.7143875,20.0428571428571,0.1,35.2,46.825,55.15625,4.28311089674632,5053479.19905546,20.68125,0.342857142857143,97.6128407796225,9.61827,82.785,18.6,4.458,13.614375,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,73.0,42.0,40.0,80.0,40.0,33.0,89.5453684210526,23.6875,52.35625,95.375,0.1,9056.7847190625,95.5,13.8875,11.9584284734918,75.8184908536586
Cuba,21.25,25.2666666666667,0.310148443125,8.16349551481464,8.52208438816545,83.3144191315689,5053479.19905546,5053479.19905546,5053479.19905546,9.5562310225,99.86875,71.4333333333333,506.043840408125,5053479.19905546,9.4,43.3,37.242635,5053479.19905546,5.24750000795,99.0,93.9375,96.25,97.25,98.6875,98.0,93.1818181818182,59.02380624625,446.36006710625,8.30625,99.7758026123047,99.9151229858398,5053479.19905546,10.25625,17.225,5053479.19905546,0.16875,5053479.19905546,5053479.19905546,5053479.19905546,8.23094285714286,1.13936927159364,92.7458502296508,85.2032188317963,5053479.19905546,42.5081597468241,83.7058290908505,6.6456,5053479.19905546,0.275,30.75,38.06875,53.48125,7.82317408089833,3.4,23.36875,5053479.19905546,101.031676769257,5.6336825,112.94,13.93125,5053479.19905546,2.715625,8.561045145,5053479.19905546,5053479.19905546,5053479.19905546,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,96.25,0.0,49.4625,93.9375,0.1,3180.4348844375,98.6875,14.69375,4.21717847349177,77.26
Curacao,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,2.535,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,0.573914217818496,99.1422642374581,98.5758959745347,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,6.03872839609782,5053479.19905546,5053479.19905546,5053479.19905546,146.712939453125,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,80.8624287629903,2331.64052547771,38.3258091547313,82.1931158079582,1.67714968152866,7550.51271225188,82.1964242314101,12.0405606844372,4.60464400348164,75.341268292683
Cyprus,25.8,29.0,0.238354687692308,4.13237128842164,5.63903104898521,90.228599551463,5053479.19905546,5053479.19905546,5053479.19905546,6.017289190625,98.1571428571429,5053479.19905546,1568.49864578188,5053479.19905546,9.3,5053479.19905546,5053479.19905546,5053479.19905546,3.84875,5053479.19905546,98.0,92.625,75.8125,98.0,86.625,88.6666666666667,872.855455064375,683.617909371875,4.53125,97.7410278320313,99.7979621887207,5053479.19905546,9.60625,11.625,5053479.19905546,0.3,5053479.19905546,5053479.19905546,100000.0,3.418875,0.0,99.8451515615144,99.6201644602852,97.1136459768013,76.3039894778064,5053479.19905546,2.1007625,15.5,0.1,38.55,34.59375,55.8125,6.22151651978493,5053479.19905546,12.03125,0.308333333333333,100.135022163391,8.9956175,79.83,3.75,5053479.19905546,7.2675,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,92.625,1.9375,53.1625,98.0,0.1,13898.88550125,98.0,13.51875,9.90780347349177,78.897
Czechia,29.0307692307692,31.4846153846154,0.18911618125,4.23752674907071,5.6859376184758705,90.0765363254279,5053479.19905546,5053479.19905546,5053479.19905546,6.623943119375,99.7666666666667,5053479.19905546,1065.13114357,5053479.19905546,8.5,5053479.19905546,5053479.19905546,5053479.19905546,7.296875,98.4,98.125,97.2857142857143,98.0714285714286,98.0,97.75,98.0625,171.348673119375,893.78249231375,9.43125,5053479.19905546,5053479.19905546,5053479.19905546,10.575,18.81875,5053479.19905546,1.01875,5053479.19905546,5053479.19905546,5053479.19905546,8.38403125,0.0,99.8426150783836,99.1252930829014,97.0948952901046,86.1670965959855,5053479.19905546,3.5900625,9.46666666666667,5053479.19905546,32.825,41.7875,59.33125,4.09272377192974,2.1,19.7,0.0,101.305654525757,13.6892725,124.52,15.41875,5053479.19905546,6.878125,6.2,5053479.19905546,5053479.19905546,5053479.19905546,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,95.2451052631579,22.9375,55.7125,98.125,0.1,7494.21071938865,98.0,11.9996387283237,12.5003034734918,76.7771341463415
Denmark,30.6133333333333,32.5466666666666,0.483711756875,5.57589969393968,4.22589999200971,90.198198782295,5053479.19905546,5053479.19905546,5053479.19905546,9.590979516875,98.0533333333333,5053479.19905546,4997.30842590313,5053479.19905546,5.6,5053479.19905546,5053479.19905546,5053479.19905546,3.6146666666666705,5053479.19905546,93.0625,5053479.19905546,92.6875,93.0625,91.0625,87.0,797.214152015,4200.0942473625,7.81875,5053479.19905546,5053479.19905546,5053479.19905546,6.14375,14.65,5053479.19905546,0.25,5053479.19905546,5053479.19905546,5053479.19905546,9.8907125,0.0,99.9999985609918,99.5972351596716,95.9564573342884,95.2850657407592,5053479.19905546,3.47334375,5053479.19905546,0.1,28.675,40.8,52.275,7.97626975178719,5053479.19905546,11.61875,0.0,100.672490946452,10.754965,68.415,13.4,5053479.19905546,5.6275,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,18.0,89.0,16.0,23.0,59.0,70.0,80.9608421052632,15.75,55.825,88.0,0.1,33067.407915625,88.0,17.19375,10.3271784734918,78.5467987804878
Djibouti,28.1666666666667,31.9,0.4505486025,51.9653782613754,8.81461746352733,39.2200039399557,5053479.19905546,5053479.19905546,4.4,3.241488874375,75.4666666666667,5053479.19905546,49.5697309975,5053479.19905546,6.3,33.0,6.85,5053479.19905546,1.55153846153846,77.4375,75.125,78.0,78.1111111111111,74.875,70.4375,82.0,16.095195765,26.451764398125,522.6875,5053479.19905546,5053479.19905546,2865.1875,26.5875,22.7625,5053479.19905546,2.575,5053479.19905546,71.25,213333.333333333,0.60585,18.4602435194762,75.5866153098854,52.4840171535018,5053479.19905546,30.0828805040843,5053479.19905546,0.200625,5053479.19905546,2.4125,5053479.19905546,36.6,34.94375,7.12170043358436,24.0,32.9,5053479.19905546,52.8093566894531,0.6381975,4.42,7.9375,5053479.19905546,27.5408125,5053479.19905546,5053479.19905546,5053479.19905546,64.9090909090909,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,79.2953684210526,113.875,26.25,75.125,3.28125,897.99987065,74.875,4.75,1.00467847349177,59.2185625
Dominica,32.5,36.5,0.164656615,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5.053189785,99.5333333333333,5053479.19905546,317.7489547725,5053479.19905546,8.9,5053479.19905546,5053479.19905546,5053479.19905546,3.82500000795,97.9375,97.625,87.9,87.9,97.5,97.75,93.2666666666667,126.048289211875,182.612417033125,9.49375,5053479.19905546,5053479.19905546,5053479.19905546,15.3,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,100000.0,6.58855,10.2543050670199,94.7253648419857,73.2247396198832,5053479.19905546,5053479.19905546,5053479.19905546,1.7791,5053479.19905546,5053479.19905546,5053479.19905546,46.88125,54.73125,3.40858006477356,5053479.19905546,21.7375,5053479.19905546,102.992299079895,7.22273,11.25,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,5053479.19905546,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,80.8624287629903,2331.64052547771,38.3258091547313,82.1931158079582,1.67714968152866,7550.51271225188,82.1964242314101,12.0405606844372,4.60464400348164,71.37075
Dominican Republic,21.3833333333333,25.6,0.455700998125,24.0819552615478,13.0842915936741,62.8337523390526,5053479.19905546,51.9,30.9,4.664825649375,98.04,53.3,215.79831314125,86.1666666666667,8.1,46.6666666666667,7.361828,34.3,1.6872727186,96.3125,83.1875,78.625,71.4,80.6875,84.5625,5053479.19905546,110.889429965625,98.79678883375,60.0,89.9567918777466,96.7063913345337,1726.25,30.6375,16.71875,5053479.19905546,0.3375,5053479.19905546,80.4375,1440000.0,1.47325,3.8856440333212,93.2691690771342,81.0902078744775,43.1625307192165,49.6178720368108,52.8574794699272,1.49153333333333,5053479.19905546,1.25,15.225,47.2625,53.2625,2.4745763540268,3.76,31.2625,14.7076923076923,110.74853108724,7.0687775,5053479.19905546,4.85,21.4666666666667,6.315,11.430278165,5053479.19905546,5053479.19905546,5053479.19905546,65.0,38.0,65.0,45.0,11.0,54.0,65.125,23.0,48.14375,83.1875,1.41875,3509.4991863125,75.625,12.74375,5.94217847349177,71.3678125
Early-Demographic Dividend,5053479.19905546,5053479.19905546,5053479.19905546,33.9366545744308,9.5833653116058,56.479980358233,0.424310803046953,5053479.19905546,5053479.19905546,4.92338634822143,53.993362823869504,5053479.19905546,117.482252040613,5053479.19905546,8.81517166120666,5053479.19905546,36.5890982640591,5053479.19905546,0.9628312806654,86.6795407219244,76.6269097351392,53.360514513021506,26.5524566559505,76.888362401094,76.8082840092925,30.2454134832472,60.0716600731727,55.505312325125,5053479.19905546,72.9451870918274,85.6137442588806,5053479.19905546,17.0401188888873,23.4526542042908,5053479.19905546,0.893111848167712,5053479.19905546,82.2721590921413,405933333.333333,1.6366952838576,30.6250981392927,84.4333978907897,50.8628475129889,5053479.19905546,28.8024882602112,60.7423348877751,5053479.19905546,5053479.19905546,0.802600149612071,34.9785254562257,33.4553145150099,27.8253550735813,3.88309314250946,5053479.19905546,40.5178596730821,39.6278263969649,103.492842674255,2.7735164456233,11.7627539610653,9.7444231465764,5053479.19905546,7.11139819917917,18.1267119301458,5053479.19905546,5053479.19905546,58.9136269902994,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,80.8624287629903,2331.64052547771,38.3258091547313,82.1931158079582,1.67714968152866,7550.51271225188,82.1964242314101,12.0405606844372,4.60464400348164,67.0835622104452
East Asia & Pacific,5053479.19905546,5053479.19905546,5053479.19905546,12.1099185774564,8.11914071529928,79.7709406318809,0.671746804225386,5053479.19905546,91.6523618669134,6.26134460024455,88.8703753355442,5053479.19905546,404.31721538317294,5053479.19905546,8.02671859004984,5053479.19905546,41.6114907025603,5053479.19905546,3.1648239586078,91.5957559751478,89.6455138873159,79.1899957282387,9.02225259681944,90.8101730308176,89.9480019336679,55.8033054495484,124.1796197553,279.634682354233,157.625,93.0053906440735,98.2390170097351,5053479.19905546,18.9987772499047,20.0755487960634,5053479.19905546,1.45759771511226,5053479.19905546,5053479.19905546,145933333.333333,2.20691468515554,4.98323892691429,86.5989141493561,72.2648059884732,71.7967358077198,37.5941563973068,5053479.19905546,1.23733509724208,5053479.19905546,5053479.19905546,28.4034869037285,29.7450793098986,25.3122986345953,3.60121024506433,8.84594449400902,20.1886109691268,27.6148543910695,103.62835931778,4.89746320090754,36.0056649908534,10.3424823510057,5053479.19905546,4.1939990647614,4.62608484344232,5053479.19905546,5053479.19905546,5053479.19905546,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,80.8624287629903,2331.64052547771,38.3258091547313,82.1931158079582,1.67714968152866,7550.51271225188,82.1964242314101,12.0405606844372,4.60464400348164,73.9901079100863
East Asia & Pacific (Ida & Ibrd Countries),5053479.19905546,5053479.19905546,5053479.19905546,11.9783647565599,8.24932758737237,79.7723075727521,0.833841174108833,5053479.19905546,92.4431876369605,4.05219718923913,87.9484772675478,5053479.19905546,135.860666987125,5053479.19905546,8.06909354998844,5053479.19905546,41.2585609244273,5053479.19905546,2.14390174995408,91.5719262236496,89.3129454534765,81.8698838370807,7.11217146144227,90.3909094555441,89.4452962087354,55.6301675093471,68.1769391230345,67.1266287809022,5053479.19905546,93.2192625999451,98.3808407783508,5053479.19905546,19.9842518925718,21.1767273680416,5053479.19905546,1.57779250350996,5053479.19905546,5053479.19905546,135820000.0,1.44560916557784,5.60018323782177,85.116834886292,69.0971865235564,5053479.19905546,31.487162782479,5053479.19905546,1.13026777967759,5053479.19905546,5053479.19905546,28.6184007456763,29.5314712036065,24.8249839289192,3.46013362591083,5053479.19905546,20.3201582900241,29.257923548728,103.955240249634,4.53205816173748,34.6730257918861,9.05368313763315,5053479.19905546,4.19082599336993,4.4468620540408,5053479.19905546,5053479.19905546,5053479.19905546,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,80.8624287629903,2331.64052547771,38.3258091547313,82.1931158079582,1.67714968152866,7550.51271225188,82.1964242314101,12.0405606844372,4.60464400348164,73.1598044976795
East Asia & Pacific (Excluding High Income),5053479.19905546,5053479.19905546,5053479.19905546,12.1929172983544,8.22775355037834,79.5793290674565,0.83383808074544,5053479.19905546,91.6523618669134,4.05218094466314,88.0808778146784,5053479.19905546,135.85840827707,5053479.19905546,8.07317446222605,5053479.19905546,41.6114907025603,5053479.19905546,2.17201929254798,91.6029072501422,89.2301908052703,81.7337925721324,7.24120942795698,90.4896236986172,89.5265283474135,55.4158821311827,68.1771152001943,67.1250655098171,170.75,93.3024296760559,98.3994045257568,5053479.19905546,20.023744366905,21.222263478324,5053479.19905546,1.5754597165939,5053479.19905546,5053479.19905546,144833333.333333,1.46284906016757,5.54212787763392,85.2766899304332,69.1707195821178,5053479.19905546,31.487162782479,5053479.19905546,1.14467096232584,5053479.19905546,5053479.19905546,28.5591223143404,29.4921401682449,24.871582248071,3.46013362591083,5053479.19905546,20.4699120289398,29.257923548728,103.898615837097,4.52811102706025,34.6730570301332,9.05895791276753,5053479.19905546,4.17414814688925,4.62608484344232,5053479.19905546,5053479.19905546,5053479.19905546,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,80.8624287629903,2331.64052547771,38.3258091547313,82.1931158079582,1.67714968152866,7550.51271225188,82.1964242314101,12.0405606844372,4.60464400348164,73.1026458484521
Ecuador,21.8333333333333,24.8,0.2983312925,17.0327822765617,14.2570030052634,68.7102142383802,5053479.19905546,5053479.19905546,5053479.19905546,5.66571378875,83.0821573813223,51.0,239.121939898125,5053479.19905546,6.6,5053479.19905546,39.6,5053479.19905546,1.55818181818182,96.625,89.1875,83.125,86.1538461538462,88.875,95.5625,81.1428571428571,126.83441558,110.97822651375,47.25,92.5199234008789,98.5090812683106,26874.125,19.4375,13.28125,5053479.19905546,0.50625,5053479.19905546,70.875,2373333.33333333,1.86232,8.46330240722681,87.7217522992911,77.7748163841533,61.8621145997453,40.7209146168662,87.0244577807337,1.6857875,29.7666666666667,0.3,15.475,25.0625,51.0125,4.32938386499882,6.25,20.125,21.4538461538462,111.181990146637,3.9756225,59.39,9.175,19.4,4.0355625,8.1,5053479.19905546,5053479.19905546,5053479.19905546,78.0,24.0,63.0,67.0,24.0,45.8837209302326,78.0625,20.75,43.3125,89.1875,0.19375,2005.3524679375,78.75,13.0125,3.8578034734917694,74.9484375
"Egypt, Arab Rep.",22.62,27.94,0.19583559,14.8284281638597,5.0828232736291,80.0887479317634,5053479.19905546,5053479.19905546,82.6166666666667,4.841802538125,74.98,5053479.19905546,96.9429717075,82.6,16.6,24.18,43.990044,12.68,1.98461538461538,97.625,96.6875,96.6875,93.5,96.6875,95.8125,95.9375,64.818171035,31.380009513125,19.875,70.4115447998047,76.8309540748596,0.0,11.7875,29.20625,5053479.19905546,0.21875,5053479.19905546,84.375,4066666.6666666702,2.03708,1.03012966785574,98.4694938480112,93.5823626104799,5053479.19905546,57.6476163632158,77.2278490283818,1.06395,5053479.19905546,0.1,24.25,37.9,57.9125,4.03483498096466,6.975,33.05625,15.8923076923077,98.6840673174177,0.1690675,50.08,3.2,9.3,10.621,12.4,5053479.19905546,5053479.19905546,5053479.19905546,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,80.8624287629903,2331.64052547771,38.3258091547313,82.1931158079582,1.67714968152866,7550.51271225188,82.1964242314101,12.0405606844372,4.60464400348164,69.25975
El Salvador,22.25,25.5,5053479.19905546,17.3736406181485,20.9983449469582,61.6280131050289,5053479.19905546,5053479.19905546,5053479.19905546,8.501210271875,95.7916666666667,47.2,241.49409484875,5053479.19905546,9.4,72.2,34.0447366666667,5053479.19905546,0.994545454545455,93.5625,92.25,91.125,91.7142857142857,92.375,94.25,83.8461538461538,112.377930565625,122.64625296125,35.9375,84.7958030700684,95.9060668945313,105.8125,27.7875,10.5875,5053479.19905546,0.25625,5053479.19905546,88.625,600000.0,1.31075,6.23752954557673,86.5992285986122,82.8511933645531,5053479.19905546,5053479.19905546,90.4274930681427,1.64156666666667,5053479.19905546,0.56875,12.525,31.14375,54.18125,3.7006478650229298,5.93333333333333,10.36875,15.3461538461538,114.625428263346,2.958375,22.26,6.83125,22.2,5.75625,12.7968446566667,5053479.19905546,5053479.19905546,5053479.19905546,66.0,19.0,40.0,94.0,20.0,89.0,86.0625,0.125,45.325,87.1875,0.2875,2517.8346304375,82.25,12.65625,2.81280347349177,71.0228125
Equatorial Guinea,20.9,27.45,0.305497142,62.241634637363106,6.52606670364275,31.2322982211767,0.508,5053479.19905546,57.4,1.888833664375,66.45,13.6,206.76629662375,5053479.19905546,4.2,44.25,13.86446,5053479.19905546,1.825,74.25,46.4375,46.5,46.5,51.75,48.0,5053479.19905546,155.08237315125,44.912402255625,212.0,91.3394165039063,97.5492057800293,19265.1111111111,20.86875,23.8,5053479.19905546,2.21875,5053479.19905546,65.5,5053479.19905546,0.378,6.16343418556774,57.8452460944546,61.3976912799653,5053479.19905546,5053479.19905546,23.984853870901,0.2134,76.8,5.0625,5053479.19905546,38.58125,22.54375,5053479.19905546,10.6333333333333,50.79375,5053479.19905546,82.6997184753418,8.6850625,5053479.19905546,9.75625,5053479.19905546,8.1263125,33.8,5053479.19905546,5053479.19905546,5053479.19905546,65.9433962264151,40.2830188679245,46.1981132075472,66.1132075471698,39.58333333333329,45.8837209302326,71.9657368421053,294.5,17.85625,29.9375,5.1375,7902.4107885625,36.875,8.325,7.17155347349177,56.69975
